userId,venueCategory,1
643,Furniture / Home Store,1
817,Gas Station / Garage,5
397,Thai Restaurant,5
184,Subway,7
1012,Event Space,3
116,Salad Place,1
677,Outdoors & Recreation,1
468,Convention Center,3
28,Train Station,12
186,Breakfast Spot,2
1025,Office,28
1025,Bridge,9
427,Food Truck,1
543,Steakhouse,1
838,Food & Drink Shop,4
119,Spanish Restaurant,2
1033,Train Station,6
1033,Library,1
627,General Travel,6
900,Cuban Restaurant,1
802,Laundry Service,1
884,Thai Restaurant,3
802,Hobby Shop,1
166,General Travel,1
372,Chinese Restaurant,14
750,Food & Drink Shop,7
1047,Food,1
1001,Vietnamese Restaurant,1
19,Deli / Bodega,4
966,Record Shop,5
647,Gym / Fitness Center,1
186,Office,4
228,Post Office,4
748,Neighborhood,10
892,Bakery,2
748,Gym / Fitness Center,5
134,Coffee Shop,8
834,Train Station,1
737,Burger Joint,11
186,Performing Arts Venue,5
433,Italian Restaurant,5
994,Asian Restaurant,1
584,Gym / Fitness Center,15
750,Bank,20
691,American Restaurant,1
818,American Restaurant,3
250,General Entertainment,3
475,Food & Drink Shop,9
390,Department Store,4
883,Spiritual Center,2
2,Home (private),4
277,Diner,1
446,Concert Hall,3
1002,Indian Restaurant,3
943,Mall,10
658,Drugstore / Pharmacy,2
889,Mall,5
566,Sushi Restaurant,3
167,Event Space,1
913,Steakhouse,1
1051,Clothing Store,3
591,Cuban Restaurant,2
631,Italian Restaurant,1
650,Theater,12
362,Dessert Shop,1
736,Building,6
60,Pizza Place,2
115,Food & Drink Shop,14
2,Deli / Bodega,1
172,Post Office,2
167,Sandwich Place,2
533,Gas Station / Garage,8
196,Italian Restaurant,5
37,Thai Restaurant,2
509,Food & Drink Shop,5
361,Office,9
642,Mexican Restaurant,3
966,Arts & Entertainment,50
385,Coffee Shop,3
113,Wings Joint,2
582,Seafood Restaurant,1
631,Laundry Service,1
28,Neighborhood,11
1019,Drugstore / Pharmacy,1
444,Medical Center,1
158,Café,5
510,Department Store,2
763,Subway,68
16,Food & Drink Shop,3
1080,School,2
592,Spanish Restaurant,3
234,Bridge,4
374,Drugstore / Pharmacy,21
601,College Academic Building,8
7,Soup Place,7
510,Plaza,1
515,Convention Center,1
949,Bakery,2
806,Deli / Bodega,5
335,Financial or Legal Service,1
3,Airport,8
286,Dessert Shop,2
335,Office,1
346,Train Station,14
509,Gym / Fitness Center,4
456,Drugstore / Pharmacy,14
672,Salon / Barbershop,2
721,Art Gallery,7
1077,Burrito Place,1
9,Furniture / Home Store,1
31,Food & Drink Shop,4
58,General College & University,4
524,Sushi Restaurant,1
211,Food & Drink Shop,5
745,Italian Restaurant,29
533,Office,31
329,Theater,5
952,Park,4
537,Bar,8
142,American Restaurant,4
396,University,1
879,Department Store,2
50,Plaza,2
96,Mobile Phone Shop,1
478,Performing Arts Venue,1
1048,Asian Restaurant,3
100,Movie Theater,5
344,Hot Dog Joint,3
892,Seafood Restaurant,4
253,Sporting Goods Shop,1
100,General Entertainment,1
928,University,9
904,Scenic Lookout,2
273,Coffee Shop,3
594,Coffee Shop,2
28,Sandwich Place,2
115,Music Venue,13
228,Movie Theater,7
228,Pizza Place,1
496,Stadium,4
564,College Academic Building,1
130,Laundry Service,6
975,Deli / Bodega,3
975,Salon / Barbershop,2
606,Building,2
495,Ice Cream Shop,4
1021,Hotel,2
933,Coffee Shop,7
1048,Caribbean Restaurant,4
113,Donut Shop,2
466,Tapas Restaurant,3
1030,Theater,1
371,Gas Station / Garage,3
312,Gym / Fitness Center,35
48,Office,2
1064,Clothing Store,2
1063,Church,1
113,Cupcake Shop,1
135,Bar,11
371,Coffee Shop,1
428,Electronics Store,2
607,Food & Drink Shop,6
908,Office,13
607,Hardware Store,2
1042,Burger Joint,3
407,Gym / Fitness Center,4
599,Movie Theater,4
692,Department Store,3
428,Sporting Goods Shop,1
145,Electronics Store,1
323,Korean Restaurant,7
99,High School,10
138,Bowling Alley,1
86,Taco Place,4
1019,Movie Theater,3
329,Cuban Restaurant,2
703,Gym / Fitness Center,6
569,Bar,11
463,Sushi Restaurant,1
337,Deli / Bodega,2
130,Deli / Bodega,1
515,Café,2
905,Laundry Service,1
368,Museum,1
163,Bar,23
274,Sushi Restaurant,3
26,Salon / Barbershop,1
347,Athletic & Sport,19
177,Food & Drink Shop,2
783,Mexican Restaurant,3
642,Mall,1
632,Pizza Place,1
497,Coffee Shop,10
129,Bridge,1
727,Korean Restaurant,4
276,Wings Joint,1
627,Bar,13
324,Train Station,1
780,Bar,28
61,Sushi Restaurant,2
766,Airport,2
322,Tanning Salon,1
982,College Academic Building,1
28,BBQ Joint,5
299,Burger Joint,1
1055,Other Great Outdoors,1
354,American Restaurant,16
760,American Restaurant,5
392,Tapas Restaurant,1
418,Music Venue,3
956,Department Store,1
353,Gym / Fitness Center,12
475,American Restaurant,3
950,Convenience Store,2
686,Asian Restaurant,1
527,Seafood Restaurant,4
1064,Food & Drink Shop,6
831,Event Space,1
554,Gas Station / Garage,8
320,Hotel,2
123,Building,1
320,Beer Garden,5
260,Music Venue,3
346,Thai Restaurant,2
920,Home (private),22
571,History Museum,1
1026,Southern / Soul Food Restaurant,1
582,Movie Theater,1
497,Neighborhood,2
892,Bar,8
466,Movie Theater,4
431,Burger Joint,2
569,Mexican Restaurant,2
736,Music Venue,2
878,Music Venue,1
800,Performing Arts Venue,4
366,Thrift / Vintage Store,5
1039,BBQ Joint,2
150,Theater,27
1066,South American Restaurant,1
873,Road,1
975,Airport,4
736,Airport,4
873,Diner,2
95,Gas Station / Garage,2
1034,Clothing Store,4
457,Laundry Service,12
813,Bus Station,48
355,Neighborhood,7
519,Coffee Shop,7
96,Drugstore / Pharmacy,1
720,South American Restaurant,1
720,Fast Food Restaurant,1
67,Outdoors & Recreation,2
1034,Food Truck,1
67,Bus Station,16
720,Home (private),7
271,Park,3
27,College Academic Building,1
164,Convention Center,1
489,Gas Station / Garage,2
38,Medical Center,1
1034,General Entertainment,2
928,Bank,4
924,School,4
787,Bagel Shop,3
225,Bus Station,3
202,Drugstore / Pharmacy,3
928,Nursery School,61
30,College Theater,1
322,Bike Shop,1
921,Professional & Other Places,1
1019,Flower Shop,1
493,Deli / Bodega,10
851,Ferry,6
4,Bus Station,2
135,Residential Building (Apartment / Condo),2
853,Laundry Service,9
1027,Coffee Shop,18
864,Fast Food Restaurant,4
999,Steakhouse,1
245,Salon / Barbershop,3
135,Other Great Outdoors,3
1027,Museum,1
570,College Academic Building,2
836,Neighborhood,1
939,Bus Station,2
295,Office,72
909,Home (private),1
814,Neighborhood,2
648,Laundry Service,1
119,Government Building,1
720,Paper / Office Supplies Store,1
385,School,1
195,General Travel,7
315,Office,17
920,Road,144
346,Office,2
909,College Academic Building,1
582,Dessert Shop,2
620,Science Museum,1
933,Office,1
304,School,2
742,Mall,3
972,Tea Room,1
863,Burger Joint,2
540,General Travel,3
509,University,1
1051,Sandwich Place,1
228,Government Building,2
1048,Food Truck,10
540,Mall,4
246,General Travel,2
540,Convenience Store,1
467,Chinese Restaurant,1
1036,General College & University,1
264,Art Museum,1
749,American Restaurant,1
973,American Restaurant,4
192,Ramen /  Noodle House,5
186,Paper / Office Supplies Store,1
917,Salad Place,15
645,Toy / Game Store,1
497,Plaza,1
351,Sandwich Place,3
972,French Restaurant,1
184,Bakery,4
603,Chinese Restaurant,1
9,Drugstore / Pharmacy,1
327,Italian Restaurant,4
280,Café,4
497,BBQ Joint,3
116,Middle Eastern Restaurant,1
428,General Travel,1
564,Seafood Restaurant,2
543,Mexican Restaurant,3
464,Brewery,1
888,Indian Restaurant,2
650,Food & Drink Shop,4
738,Dessert Shop,1
972,Ferry,14
913,Salad Place,1
495,Ramen /  Noodle House,1
539,Embassy / Consulate,1
295,Electronics Store,1
515,Government Building,3
730,Casino,28
434,Vegetarian / Vegan Restaurant,1
780,Soup Place,3
124,Korean Restaurant,7
844,Mexican Restaurant,1
276,Bridge,1
1066,Mall,1
1064,Event Space,1
1018,Salon / Barbershop,1
816,Post Office,1
319,Plaza,8
1002,Deli / Bodega,2
757,Convention Center,4
851,Soup Place,5
396,French Restaurant,1
757,Park,5
931,Mexican Restaurant,6
364,Airport,2
943,Restaurant,1
171,Greek Restaurant,1
1074,Ramen /  Noodle House,3
528,Medical Center,1
757,Electronics Store,2
484,Office,24
757,Mall,10
846,Spa / Massage,1
298,Bakery,5
839,Office,1
742,Sushi Restaurant,1
257,Clothing Store,9
123,Subway,3
495,Toy / Game Store,2
575,Harbor / Marina,1
575,Mall,2
966,Bakery,3
283,Cosmetics Shop,3
500,Clothing Store,2
570,Hotel,5
730,Donut Shop,29
931,Plaza,6
888,General College & University,10
84,Clothing Store,5
406,Other Great Outdoors,1
385,Other Great Outdoors,2
497,Park,6
170,Sushi Restaurant,1
228,Bakery,1
816,Video Game Store,2
657,Diner,4
113,Vietnamese Restaurant,3
453,Community College,2
321,Fast Food Restaurant,5
660,Pizza Place,9
279,Plaza,1
284,Office,5
816,Taco Place,2
865,College Academic Building,14
592,School,3
453,Wings Joint,2
950,Bank,1
1036,Bank,3
995,Food & Drink Shop,3
619,Donut Shop,2
43,Home (private),1
464,Antique Shop,3
495,Gift Shop,2
361,Event Space,2
950,Mall,1
950,Movie Theater,1
548,Bookstore,2
63,Food & Drink Shop,8
781,Gym / Fitness Center,9
950,Hardware Store,1
949,College Academic Building,1
879,Pizza Place,1
548,Cosmetics Shop,2
1033,Salon / Barbershop,3
891,Medical Center,3
874,Sandwich Place,1
55,Taco Place,1
482,Subway,8
534,Government Building,1
307,Spanish Restaurant,1
169,Airport,3
29,Park,2
243,Bakery,17
497,Drugstore / Pharmacy,2
204,Drugstore / Pharmacy,8
473,Middle Eastern Restaurant,1
196,Coffee Shop,2
783,Art Museum,1
270,Drugstore / Pharmacy,7
524,Other Great Outdoors,1
879,Cosmetics Shop,1
1072,Spa / Massage,2
28,Park,3
390,Home (private),1
15,Automotive Shop,2
465,Airport,6
195,Airport,4
304,Deli / Bodega,4
360,Medical Center,2
1029,Pizza Place,2
650,College Stadium,1
928,Sandwich Place,2
571,College Academic Building,18
940,Burger Joint,2
577,Train Station,2
432,Deli / Bodega,1
383,Food & Drink Shop,3
307,Plaza,1
525,Taco Place,1
388,Comedy Club,2
50,Convenience Store,1
803,Airport,2
621,Parking,4
24,Sculpture Garden,1
196,Furniture / Home Store,1
376,Government Building,1
701,Building,3
360,Café,2
186,Coffee Shop,1
190,Bar,5
98,Bar,11
635,Historic Site,1
510,University,4
785,Gym / Fitness Center,1
1034,Bar,7
390,Museum,1
649,Harbor / Marina,1
1042,Student Center,1
973,Home (private),5
130,Department Store,2
966,Bookstore,3
915,Airport,133
749,General College & University,2
749,Coffee Shop,1
1080,Drugstore / Pharmacy,1
398,Sculpture Garden,1
471,Design Studio,1
582,Park,5
471,Department Store,1
440,Music Venue,6
716,Taco Place,2
677,General Entertainment,3
398,Stadium,2
525,Department Store,4
164,Spa / Massage,9
202,Concert Hall,2
231,Arts & Crafts Store,1
432,Theater,1
251,Mexican Restaurant,2
49,Bar,5
805,Office,13
822,BBQ Joint,4
513,American Restaurant,1
63,Hobby Shop,1
544,Clothing Store,2
1016,Mexican Restaurant,5
416,Movie Theater,5
994,German Restaurant,2
160,Gym / Fitness Center,2
1023,High School,4
331,Stadium,6
608,Stadium,2
837,Department Store,1
360,Bowling Alley,2
614,Spa / Massage,11
72,American Restaurant,2
55,Greek Restaurant,1
305,Chinese Restaurant,1
273,Park,5
588,Pool Hall,1
57,Bar,13
471,Sporting Goods Shop,1
420,Coffee Shop,4
462,Vegetarian / Vegan Restaurant,4
9,Gift Shop,1
495,Steakhouse,1
721,Thai Restaurant,1
553,Japanese Restaurant,2
649,Movie Theater,5
389,French Restaurant,3
206,Stadium,3
410,Mexican Restaurant,2
337,Salon / Barbershop,1
171,Event Space,1
257,Comedy Club,1
23,Shop & Service,1
256,BBQ Joint,2
101,French Restaurant,3
897,Cuban Restaurant,2
660,Building,1
310,Bridge,1
310,Scenic Lookout,1
978,Café,4
368,Sushi Restaurant,6
1072,Taco Place,1
258,Airport,1
613,Mexican Restaurant,2
10,Ramen /  Noodle House,3
54,Stadium,1
920,Medical Center,8
1074,Light Rail,6
204,Building,2
176,American Restaurant,2
175,Bakery,1
554,Seafood Restaurant,3
464,Restaurant,3
514,Food & Drink Shop,2
514,Cosmetics Shop,1
1082,Mall,2
940,Park,9
802,Train Station,1
680,American Restaurant,8
817,Theater,2
1082,Government Building,1
518,American Restaurant,10
210,Stadium,5
728,Australian Restaurant,1
833,Other Great Outdoors,2
367,Cupcake Shop,1
371,Park,4
307,Bakery,1
702,Pizza Place,2
424,Sushi Restaurant,2
9,Sandwich Place,6
386,Food & Drink Shop,7
399,Thai Restaurant,5
260,Steakhouse,1
162,Spanish Restaurant,1
307,Clothing Store,1
493,Playground,1
371,Ice Cream Shop,5
277,Steakhouse,3
480,High School,1
897,Music Venue,1
593,Neighborhood,2
129,Seafood Restaurant,2
113,Furniture / Home Store,1
948,Department Store,4
660,French Restaurant,1
47,Greek Restaurant,1
307,Bus Station,3
405,Italian Restaurant,2
782,Middle Eastern Restaurant,1
906,German Restaurant,1
84,Plaza,2
275,Vegetarian / Vegan Restaurant,1
278,Housing Development,45
885,Sandwich Place,5
872,Music Venue,1
445,Stadium,22
414,Gift Shop,1
837,Clothing Store,2
98,Clothing Store,7
888,Cuban Restaurant,4
150,Event Space,1
848,Gastropub,2
55,Eastern European Restaurant,1
314,Medical Center,73
940,Drugstore / Pharmacy,1
438,Park,17
511,Wings Joint,2
520,Ramen /  Noodle House,2
779,Medical School,10
943,Park,16
161,Seafood Restaurant,6
361,Hotel,3
172,Australian Restaurant,1
931,Department Store,1
283,Gastropub,3
906,Mediterranean Restaurant,1
186,Hotel,2
903,Home (private),6
813,Subway,30
424,Bakery,1
416,Southern / Soul Food Restaurant,1
721,Burger Joint,3
1026,Road,2
18,Gastropub,1
218,Food Truck,2
543,Residential Building (Apartment / Condo),1
44,Pizza Place,2
56,Hotel,5
511,Bakery,1
805,Sushi Restaurant,4
738,Home (private),4
254,American Restaurant,7
135,Concert Hall,1
359,Bus Station,9
642,Drugstore / Pharmacy,2
1082,Latin American Restaurant,1
526,Convenience Store,8
214,Residential Building (Apartment / Condo),2
304,Bar,34
240,Pizza Place,1
136,Bus Station,1
928,Home (private),93
824,Burger Joint,9
56,Burger Joint,3
706,Breakfast Spot,2
999,Japanese Restaurant,2
755,Bank,2
448,Miscellaneous Shop,2
728,Taco Place,1
706,Deli / Bodega,3
937,Asian Restaurant,1
176,Performing Arts Venue,5
384,Gastropub,1
755,Pool Hall,2
724,Bridge,2
724,Car Dealership,1
872,Pizza Place,13
872,Food & Drink Shop,86
70,Flea Market,1
954,Pool Hall,5
723,Financial or Legal Service,1
314,Outdoors & Recreation,9
70,Building,5
916,Department Store,5
936,Subway,4
679,Home (private),18
665,Airport,2
506,Deli / Bodega,17
136,Fast Food Restaurant,2
593,Latin American Restaurant,4
284,Airport,1
910,Deli / Bodega,5
665,Ski Area,17
837,Park,2
873,Beach,2
630,Food & Drink Shop,10
609,Airport,31
915,Bus Station,42
928,Subway,110
187,Subway,7
757,Gas Station / Garage,6
271,Science Museum,1
900,Subway,43
113,Bagel Shop,1
141,Convention Center,3
96,Historic Site,30
16,Community College,7
96,Government Building,5
187,Convention Center,4
443,Bridge,3
900,Train Station,32
915,Neighborhood,12
915,Hotel,12
915,Synagogue,10
326,Moving Target,5
335,Sandwich Place,1
335,Post Office,2
405,Office,5
158,Airport,7
196,Performing Arts Venue,1
56,Medical Center,1
728,Vegetarian / Vegan Restaurant,4
31,Community College,10
529,Post Office,1
184,Fast Food Restaurant,2
887,Train Station,3
971,Bagel Shop,1
280,Sandwich Place,14
567,Art Museum,1
955,Bus Station,1
967,Department Store,6
470,Art Museum,1
42,Subway,62
355,Automotive Shop,2
619,Road,4
495,Home (private),3
110,Diner,5
391,Food & Drink Shop,3
43,Deli / Bodega,1
359,Bar,4
481,Sculpture Garden,1
324,Museum,1
533,Coffee Shop,26
172,Breakfast Spot,12
708,Electronics Store,3
929,Train Station,23
134,Sandwich Place,3
643,Automotive Shop,3
1034,Art Museum,1
653,Salad Place,2
920,Miscellaneous Shop,1
708,Pet Store,10
399,Office,4
403,Bank,2
9,Coffee Shop,4
750,School,8
920,Pet Store,8
533,Ferry,9
1027,Gym / Fitness Center,2
439,Laundry Service,4
635,Office,6
134,Plaza,2
674,College Academic Building,12
186,Synagogue,2
946,Train Station,14
529,Train Station,1
391,Bank,2
983,Food Truck,1
278,Deli / Bodega,16
983,Turkish Restaurant,1
572,Ferry,11
572,Harbor / Marina,10
757,Post Office,1
575,University,1
915,Sandwich Place,7
941,Convenience Store,1
861,Donut Shop,6
758,Train Station,1
758,Sculpture Garden,1
161,Diner,1
392,Airport,1
758,Bus Station,5
489,Road,6
221,Convenience Store,1
507,Food & Drink Shop,5
878,Coffee Shop,6
913,Sandwich Place,3
683,Government Building,1
1071,Laundry Service,4
321,Elementary School,4
841,Café,1
397,Food & Drink Shop,9
279,Bus Station,1
878,Government Building,4
351,Fast Food Restaurant,6
1018,Airport,20
520,Home (private),26
175,Medical School,7
386,Electronics Store,2
355,Café,2
179,Coffee Shop,1
841,Bakery,5
883,Beach,1
355,Food & Drink Shop,7
996,Salon / Barbershop,1
298,Drugstore / Pharmacy,1
878,Park,1
276,Taxi,7
279,Coffee Shop,6
620,Stadium,1
756,Dessert Shop,3
674,Train Station,2
920,Bakery,1
419,Candy Store,1
612,Medical Center,1
386,Coffee Shop,14
419,Bar,3
125,Plaza,3
464,Airport,2
332,Moving Target,2
528,BBQ Joint,1
528,Mexican Restaurant,1
528,Diner,1
19,Scenic Lookout,2
167,Coffee Shop,4
645,Airport,1
791,Salon / Barbershop,1
1027,Medical Center,5
19,Museum,1
307,Scenic Lookout,2
817,Scenic Lookout,1
745,Bus Station,1
751,Medical Center,2
228,High School,1
582,Clothing Store,1
612,Deli / Bodega,5
649,Performing Arts Venue,5
396,Moving Target,1
396,Scenic Lookout,1
45,Other Great Outdoors,2
910,Caribbean Restaurant,3
45,Scenic Lookout,1
787,Department Store,2
572,Office,3
782,Medical Center,1
733,Train Station,4
938,Burger Joint,7
818,Office,7
16,Bank,1
471,Office,29
652,Hot Dog Joint,8
714,Salon / Barbershop,2
406,Subway,2
704,Donut Shop,2
114,Mexican Restaurant,3
965,Residential Building (Apartment / Condo),12
91,Pizza Place,5
283,Burger Joint,1
196,Hot Dog Joint,1
133,Electronics Store,3
98,Coffee Shop,6
121,Vegetarian / Vegan Restaurant,1
125,Sushi Restaurant,2
950,Bar,3
96,Taco Place,1
564,Bar,9
79,Electronics Store,37
461,Cosmetics Shop,14
280,Clothing Store,9
543,American Restaurant,4
572,Burger Joint,8
531,Library,3
1048,Korean Restaurant,1
852,Steakhouse,1
124,Sandwich Place,3
521,Mall,2
521,Electronics Store,2
251,Airport,3
320,Cuban Restaurant,3
115,Sushi Restaurant,1
28,General Entertainment,4
434,Sushi Restaurant,1
1042,Soup Place,1
635,Bank,6
170,Airport,4
1044,Other Great Outdoors,2
1044,Plaza,1
1044,Harbor / Marina,1
135,American Restaurant,7
1066,Sushi Restaurant,2
306,Government Building,1
293,Sandwich Place,4
713,Thai Restaurant,2
443,Park,4
579,Chinese Restaurant,5
247,Restaurant,1
212,BBQ Joint,2
526,Scenic Lookout,1
730,Bank,124
972,Food & Drink Shop,5
851,Cupcake Shop,3
10,Burger Joint,4
791,Japanese Restaurant,1
620,Seafood Restaurant,1
652,Sandwich Place,1
47,Cosmetics Shop,2
631,Deli / Bodega,1
63,Bookstore,2
363,Electronics Store,1
515,Scenic Lookout,1
453,Sporting Goods Shop,3
520,Salon / Barbershop,3
187,Park,5
363,Breakfast Spot,1
319,Gas Station / Garage,2
646,Dim Sum Restaurant,1
396,Medical Center,1
662,Italian Restaurant,2
367,Burger Joint,3
662,Salad Place,1
662,Ethiopian Restaurant,1
320,Furniture / Home Store,1
791,Snack Place,2
521,Department Store,2
196,Japanese Restaurant,1
883,Pizza Place,2
895,Bank,3
269,Art Gallery,2
420,Flower Shop,1
306,Arts & Crafts Store,4
306,Coffee Shop,18
533,Fast Food Restaurant,3
277,Burger Joint,3
969,Thai Restaurant,1
320,Sporting Goods Shop,1
58,Tea Room,1
500,Burger Joint,4
699,Breakfast Spot,2
113,Bank,2
570,Cosmetics Shop,3
780,Cuban Restaurant,2
373,Pet Store,2
852,Clothing Store,1
340,American Restaurant,1
755,Hardware Store,1
170,Sandwich Place,5
329,Airport,9
178,Library,13
104,Sushi Restaurant,3
204,Sandwich Place,2
1013,General Travel,1
734,Deli / Bodega,7
683,Coffee Shop,1
501,Salon / Barbershop,4
755,Bakery,1
67,Train Station,4
952,General College & University,6
139,Gift Shop,1
84,Coffee Shop,22
427,Coffee Shop,1
67,Light Rail,1
482,Chinese Restaurant,4
196,Event Space,4
902,Movie Theater,4
513,Mall,4
387,Vietnamese Restaurant,8
93,Building,1
521,Clothing Store,4
559,Bus Station,2
1012,Library,1
507,Travel & Transport,1
559,Pet Store,2
957,Hotel,1
577,Department Store,12
632,Airport,3
708,Car Dealership,7
708,Mexican Restaurant,4
724,Drugstore / Pharmacy,4
179,Train Station,2
510,Government Building,2
482,Clothing Store,1
274,Burrito Place,1
196,Salon / Barbershop,1
93,Burger Joint,2
901,Government Building,8
690,Office,1
646,Post Office,2
178,Department Store,1
383,Mall,5
492,Hot Dog Joint,1
383,Furniture / Home Store,2
1039,Cosmetics Shop,2
316,Drugstore / Pharmacy,4
424,Art Museum,3
791,Laundry Service,1
396,Food & Drink Shop,8
381,Theater,1
283,Museum,1
992,Movie Theater,5
310,Subway,6
521,Dessert Shop,4
757,Latin American Restaurant,1
870,Fast Food Restaurant,1
280,Furniture / Home Store,2
768,Fried Chicken Joint,1
561,Train Station,2
217,Movie Theater,4
909,Bank,6
786,Garden,26
883,Pet Store,1
1078,Italian Restaurant,1
93,Government Building,3
909,Spanish Restaurant,3
601,Movie Theater,1
333,Bar,7
196,Food & Drink Shop,3
510,Playground,1
226,Hotel,4
184,Chinese Restaurant,1
178,Garden,1
440,Salon / Barbershop,3
767,Spa / Massage,2
548,College Academic Building,4
383,Chinese Restaurant,2
347,Italian Restaurant,5
861,Bakery,3
725,Department Store,1
718,Light Rail,2
588,Sandwich Place,3
443,Factory,2
780,Food & Drink Shop,6
461,Bank,13
96,Movie Theater,1
283,Cupcake Shop,1
606,Tapas Restaurant,1
98,Burger Joint,3
390,University,16
446,Neighborhood,2
931,Bar,3
124,Train Station,4
101,Bridge,3
412,Brewery,1
680,Nail Salon,2
504,Sushi Restaurant,1
55,Pizza Place,1
157,Southern / Soul Food Restaurant,1
96,Mexican Restaurant,1
424,Hot Dog Joint,2
723,General Entertainment,3
461,Wings Joint,7
409,Steakhouse,1
105,Hardware Store,1
312,Dessert Shop,6
414,High School,1
879,Bar,12
356,Tapas Restaurant,1
178,Other Great Outdoors,18
198,Airport,1
462,Athletic & Sport,8
384,Community College,1
192,Bar,20
296,Pizza Place,2
695,Burger Joint,13
28,Bookstore,1
448,Burger Joint,1
981,Café,1
1024,Antique Shop,1
623,Thai Restaurant,1
499,Stadium,1
982,Stadium,1
1083,Music Venue,1
191,Chinese Restaurant,3
151,Stadium,1
805,Train Station,1
566,Airport,2
579,Cosmetics Shop,4
646,Mexican Restaurant,5
968,Food Truck,5
554,Salon / Barbershop,2
567,University,1
196,Dessert Shop,1
599,Pizza Place,2
852,Stadium,1
964,Taco Place,3
1024,Coffee Shop,2
114,Breakfast Spot,2
58,Plaza,1
931,Stadium,1
9,American Restaurant,7
621,River,2
1048,American Restaurant,13
723,Salon / Barbershop,1
248,Cosmetics Shop,3
254,Department Store,5
872,Coffee Shop,7
872,Burger Joint,1
215,Gas Station / Garage,9
482,Theater,2
434,Bus Station,4
937,American Restaurant,5
604,Fried Chicken Joint,1
851,Home (private),1
346,Music Venue,1
96,Coffee Shop,2
933,Ice Cream Shop,1
347,Mall,3
848,Food & Drink Shop,1
772,Seafood Restaurant,2
855,Steakhouse,2
746,Performing Arts Venue,14
1049,Bar,20
699,Clothing Store,1
19,Pet Store,3
57,American Restaurant,3
412,Concert Hall,2
1064,Hotel,8
332,Italian Restaurant,1
371,Arts & Crafts Store,2
297,Steakhouse,4
362,Gastropub,1
85,Pizza Place,11
760,Bar,6
656,Movie Theater,2
814,Clothing Store,3
1001,Sushi Restaurant,1
417,College Academic Building,1
416,Bar,32
248,Gastropub,1
599,Bowling Alley,2
623,Concert Hall,1
484,Plaza,5
78,Bar,24
260,Sushi Restaurant,1
1059,Movie Theater,4
802,Vietnamese Restaurant,2
189,Sushi Restaurant,3
56,Bridge,1
715,Asian Restaurant,1
1025,Fast Food Restaurant,3
187,Italian Restaurant,5
433,Mexican Restaurant,4
19,Seafood Restaurant,1
654,Cuban Restaurant,1
813,Plaza,2
1070,Café,1
513,Laundry Service,2
74,Bar,1
373,Burger Joint,1
117,Event Space,1
171,Thai Restaurant,3
69,Train Station,1
705,American Restaurant,6
152,Brewery,1
9,Law School,1
61,BBQ Joint,1
100,Burger Joint,2
577,American Restaurant,3
92,Steakhouse,1
134,Fried Chicken Joint,1
389,Chinese Restaurant,1
814,Drugstore / Pharmacy,2
559,Japanese Restaurant,1
226,BBQ Joint,3
822,Bowling Alley,1
96,Bar,4
722,Office,4
827,Stadium,25
333,Brewery,1
214,Burger Joint,8
279,Korean Restaurant,3
889,Bridge,2
692,Sushi Restaurant,1
548,Ramen /  Noodle House,4
1040,Movie Theater,1
244,Candy Store,2
752,College Stadium,2
892,Café,3
718,Mall,1
367,Latin American Restaurant,2
483,Movie Theater,2
246,Sushi Restaurant,3
846,Latin American Restaurant,3
353,Bar,33
652,Movie Theater,1
976,Bar,1
324,American Restaurant,1
475,Fast Food Restaurant,1
257,Road,4
802,Movie Theater,4
508,Ferry,4
1049,Chinese Restaurant,2
55,Mexican Restaurant,6
530,BBQ Joint,1
443,Sculpture Garden,2
90,Tapas Restaurant,2
889,Beer Garden,1
372,Middle Eastern Restaurant,4
20,Dessert Shop,1
725,Beer Garden,1
1031,Tapas Restaurant,1
823,Italian Restaurant,3
569,Deli / Bodega,3
893,French Restaurant,3
981,Japanese Restaurant,2
897,South American Restaurant,4
118,Italian Restaurant,1
497,Brazilian Restaurant,1
372,Snack Place,2
157,Park,7
942,Italian Restaurant,4
718,Harbor / Marina,1
731,Hotel,1
726,American Restaurant,3
872,Park,18
107,Korean Restaurant,5
705,Movie Theater,4
1034,College Academic Building,1
665,University,1
964,Asian Restaurant,1
402,Greek Restaurant,1
777,Music Venue,1
746,Beer Garden,2
828,Chinese Restaurant,3
335,Bridge,7
726,Japanese Restaurant,2
902,Medical Center,5
15,Eastern European Restaurant,1
726,Bike Shop,2
318,Neighborhood,1
976,Hotel,2
796,Convention Center,8
848,Italian Restaurant,4
514,Building,1
790,Bar,16
721,American Restaurant,1
480,Neighborhood,44
759,Music Venue,10
416,Burger Joint,2
1034,Pizza Place,1
318,Pizza Place,1
772,Food & Drink Shop,2
996,Food Truck,2
686,Burrito Place,1
713,Diner,1
665,BBQ Joint,9
320,Italian Restaurant,6
129,Food & Drink Shop,3
999,Ice Cream Shop,3
164,Wings Joint,1
334,Dim Sum Restaurant,1
665,History Museum,3
714,Tattoo Parlor,2
482,Bowling Alley,2
665,Southern / Soul Food Restaurant,1
665,Mexican Restaurant,1
153,Music Venue,1
665,Burger Joint,14
741,Middle Eastern Restaurant,1
428,Other Nightlife,10
1049,Diner,4
657,Middle Eastern Restaurant,1
483,Bus Station,29
665,Vegetarian / Vegan Restaurant,8
863,Italian Restaurant,2
1083,Diner,1
124,Bar,19
620,BBQ Joint,1
872,Deli / Bodega,117
